WoCID,lat_or,long_or,species,pathway_as_classified,continent
WC9339,4.9364,-73.7382,Procambarus clarkii,intercontinental,South America
WC9340,4.9388,-73.7358,Procambarus clarkii,intercontinental,South America
WC9342,4.9415613,-73.956788,Procambarus clarkii,intercontinental,South America
WC9343,4.9478964,-73.9568475,Procambarus clarkii,intercontinental,South America
WC9345,4.9503158,-73.9534445,Procambarus clarkii,intercontinental,South America
WC9346,4.9506,-73.9645,Procambarus clarkii,intercontinental,South America
WC9348,4.9515133,-73.949445,Procambarus clarkii,intercontinental,South America
WC9349,4.9656,-73.3356,Procambarus clarkii,intercontinental,South America
WC9352,4.976825,-73.9620556,Procambarus clarkii,intercontinental,South America
WC9353,4.9788,-73.9608,Procambarus clarkii,intercontinental,South America
WC9354,4.990782,-73.464439,Procambarus clarkii,intercontinental,South America
WC9355,4.9945795,-73.9798203,Procambarus clarkii,intercontinental,South America
WC9357,5.1130318,-73.8951263,Procambarus clarkii,intercontinental,South America
WC9358,5.2858,-73.7784,Procambarus clarkii,intercontinental,South America
WC9360,5.2964,-73.6872,Procambarus clarkii,intercontinental,South America
WC9361,5.2966,-73.775,Procambarus clarkii,intercontinental,South America
WC9362,5.3285,-73.6996,Procambarus clarkii,intercontinental,South America
WC9363,5.3871,-73.7554,Procambarus clarkii,intercontinental,South America
WC9364,5.397,-73.7687,Procambarus clarkii,intercontinental,South America
WC9366,5.4136,-73.7102,Procambarus clarkii,intercontinental,South America
WC9367,5.4199,-73.7623,Procambarus clarkii,intercontinental,South America
WC9368,5.4257,-73.6871,Procambarus clarkii,intercontinental,South America
WC9369,5.4561,-73.7069,Procambarus clarkii,intercontinental,South America
WC9371,5.4603,-73.7733,Procambarus clarkii,intercontinental,South America
WC9372,5.4607,-73.6345,Procambarus clarkii,intercontinental,South America
WC9374,5.4607909,-73.7698151,Procambarus clarkii,intercontinental,South America
WC9379,5.4623,-73.7676,Procambarus clarkii,intercontinental,South America
WC9384,5.4644,-73.7687,Procambarus clarkii,intercontinental,South America
WC9388,5.496,-73.7073,Procambarus clarkii,intercontinental,South America
WC9389,5.5137,-72.912,Procambarus clarkii,intercontinental,South America
WC9390,5.5197,-73.3631,Procambarus clarkii,intercontinental,South America
WC9391,5.5218,-73.7883,Procambarus clarkii,intercontinental,South America
WC9392,5.524,-73.7546,Procambarus clarkii,intercontinental,South America
WC9393,5.5401,-72.8873,Procambarus clarkii,intercontinental,South America
WC9394,5.5464,-73.7031,Procambarus clarkii,intercontinental,South America
WC9395,5.5555,-73.6881,Procambarus clarkii,intercontinental,South America
WC9396,5.5569,-72.8809,Procambarus clarkii,intercontinental,South America
WC9397,5.5577,-73.6878,Procambarus clarkii,intercontinental,South America
WC9398,5.558,-73.3636,Procambarus clarkii,intercontinental,South America
WC9399,5.5602,-73.3536,Procambarus clarkii,intercontinental,South America
WC9400,5.5785,-73.5394,Procambarus clarkii,intercontinental,South America
WC9401,5.5791,-73.6455,Procambarus clarkii,intercontinental,South America
WC9402,5.5792,-73.5403,Procambarus clarkii,intercontinental,South America
WC9403,5.5804,-72.9018,Procambarus clarkii,intercontinental,South America
WC9405,5.6027,-73.6186,Procambarus clarkii,intercontinental,South America
WC9406,5.6105,-73.558,Procambarus clarkii,intercontinental,South America
WC9408,5.6121,-73.617,Procambarus clarkii,intercontinental,South America
WC9409,5.6135,-73.809,Procambarus clarkii,intercontinental,South America
WC9410,5.6143,-73.5606,Procambarus clarkii,intercontinental,South America
WC9411,5.6199,-73.293,Procambarus clarkii,intercontinental,South America
WC9413,5.624,-73.8083,Procambarus clarkii,intercontinental,South America
WC9414,5.6252,-73.793,Procambarus clarkii,intercontinental,South America
WC9417,5.6292,-73.5244,Procambarus clarkii,intercontinental,South America
WC9418,5.6293,-73.5825,Procambarus clarkii,intercontinental,South America
WC9419,5.6336,-73.5899,Procambarus clarkii,intercontinental,South America
WC9420,5.634,-73.6174,Procambarus clarkii,intercontinental,South America
WC9421,5.6345,-73.5207,Procambarus clarkii,intercontinental,South America
WC9422,5.6373,-73.5284,Procambarus clarkii,intercontinental,South America
WC9423,5.6417672,-73.5582365,Procambarus clarkii,intercontinental,South America
WC9425,5.6454,-73.5679,Procambarus clarkii,intercontinental,South America
WC9426,5.6498,-73.5873,Procambarus clarkii,intercontinental,South America
WC9428,5.6531,-73.5771,Procambarus clarkii,intercontinental,South America
WC9429,5.6558,-73.7774,Procambarus clarkii,intercontinental,South America
WC9430,5.6629,-73.5087,Procambarus clarkii,intercontinental,South America
WC9431,5.6649,-73.221,Procambarus clarkii,intercontinental,South America
WC9432,5.6726,-73.5785,Procambarus clarkii,intercontinental,South America
WC9433,5.6742,-73.5765,Procambarus clarkii,intercontinental,South America
WC9434,5.676,-73.6045,Procambarus clarkii,intercontinental,South America
WC9437,5.6818,-73.2311,Procambarus clarkii,intercontinental,South America
WC9438,5.6878,-73.497,Procambarus clarkii,intercontinental,South America
WC9440,5.6882,-73.5038,Procambarus clarkii,intercontinental,South America
WC9441,5.6884,-73.2335,Procambarus clarkii,intercontinental,South America
WC9443,5.6891,-73.5734,Procambarus clarkii,intercontinental,South America
WC9444,5.6951,-73.2326,Procambarus clarkii,intercontinental,South America
WC9445,5.6978,-73.5159,Procambarus clarkii,intercontinental,South America
WC9446,5.7035,-73.545,Procambarus clarkii,intercontinental,South America
WC9448,5.7066,-73.2439,Procambarus clarkii,intercontinental,South America
WC9449,5.7154,-73.4763,Procambarus clarkii,intercontinental,South America
WC9450,5.7184,-73.4712,Procambarus clarkii,intercontinental,South America
WC9451,5.7188,-72.8499,Procambarus clarkii,intercontinental,South America
WC9452,5.7283,-73.2221,Procambarus clarkii,intercontinental,South America
WC9453,5.7313,-73.2109,Procambarus clarkii,intercontinental,South America
WC9454,5.7316,-73.115,Procambarus clarkii,intercontinental,South America
WC9455,5.7399,-72.8509,Procambarus clarkii,intercontinental,South America
WC9456,5.7403,-72.851,Procambarus clarkii,intercontinental,South America
WC9457,5.7474,-73.0695,Procambarus clarkii,intercontinental,South America
WC9458,5.7483,-73.5371,Procambarus clarkii,intercontinental,South America
WC9459,5.7496,-73.1812,Procambarus clarkii,intercontinental,South America
WC9460,5.7515,-73.1169,Procambarus clarkii,intercontinental,South America
WC9461,5.7519,-73.5496,Procambarus clarkii,intercontinental,South America
WC9463,5.7528,-72.9977,Procambarus clarkii,intercontinental,South America
WC9464,5.7541,-72.9697,Procambarus clarkii,intercontinental,South America
WC9465,5.755,-72.8514,Procambarus clarkii,intercontinental,South America
WC9466,5.7588,-73.0757,Procambarus clarkii,intercontinental,South America
WC9467,5.7602,-72.9277,Procambarus clarkii,intercontinental,South America
WC9468,5.763,-72.9136,Procambarus clarkii,intercontinental,South America
WC9469,5.7635,-72.8921,Procambarus clarkii,intercontinental,South America
WC9470,5.7638,-72.9366,Procambarus clarkii,intercontinental,South America
WC9471,5.7643,-72.905,Procambarus clarkii,intercontinental,South America
WC9472,5.7650522,-73.113643,Procambarus clarkii,intercontinental,South America
WC9473,5.7656,-72.938,Procambarus clarkii,intercontinental,South America
WC9474,5.7659,-72.9417,Procambarus clarkii,intercontinental,South America
WC9475,5.7668,-73.1445,Procambarus clarkii,intercontinental,South America
WC9478,5.7670967,-73.1129305,Procambarus clarkii,intercontinental,South America
WC9481,5.7682,-72.8477,Procambarus clarkii,intercontinental,South America
WC9482,5.7683527,-73.1377029,Procambarus clarkii,intercontinental,South America
WC9486,5.7688,-72.8663,Procambarus clarkii,intercontinental,South America
WC9487,5.7692,-72.9847,Procambarus clarkii,intercontinental,South America
WC9488,5.7697,-72.9132,Procambarus clarkii,intercontinental,South America
WC9489,5.771,-72.9423,Procambarus clarkii,intercontinental,South America
WC9490,5.772,-73.0967,Procambarus clarkii,intercontinental,South America
WC9491,5.772,-72.9159,Procambarus clarkii,intercontinental,South America
WC9492,5.7724,-73.0949,Procambarus clarkii,intercontinental,South America
WC9494,5.7736959,-73.1343341,Procambarus clarkii,intercontinental,South America
WC9496,5.774,-73.5782,Procambarus clarkii,intercontinental,South America
WC9499,5.7755,-72.8494,Procambarus clarkii,intercontinental,South America
WC9500,5.7758,-73.5513,Procambarus clarkii,intercontinental,South America
WC9501,5.7773,-73.0811,Procambarus clarkii,intercontinental,South America
WC9502,5.7799,-72.996,Procambarus clarkii,intercontinental,South America
WC9504,5.7832,-73.5751,Procambarus clarkii,intercontinental,South America
WC9506,5.7869,-72.9199,Procambarus clarkii,intercontinental,South America
WC9507,5.7879,-73.0778,Procambarus clarkii,intercontinental,South America
WC9509,5.7897,-73.5315,Procambarus clarkii,intercontinental,South America
WC9510,5.793555,-72.9853667,Procambarus clarkii,intercontinental,South America
WC9511,5.8058,-73.5766,Procambarus clarkii,intercontinental,South America
WC9512,5.8086,-73.1039,Procambarus clarkii,intercontinental,South America
WC9513,5.809,-73.0062,Procambarus clarkii,intercontinental,South America
WC9514,5.8111,-73.0037,Procambarus clarkii,intercontinental,South America
WC9516,5.8152,-73.0019,Procambarus clarkii,intercontinental,South America
WC9517,5.8158,-73.004,Procambarus clarkii,intercontinental,South America
WC9520,5.8181,-73.014,Procambarus clarkii,intercontinental,South America
WC9521,5.8184,-73.001,Procambarus clarkii,intercontinental,South America
WC9523,5.8263,-73.0232,Procambarus clarkii,intercontinental,South America
WC9524,5.8472,-73.5745,Procambarus clarkii,intercontinental,South America
WC9525,5.8625,-73.1239,Procambarus clarkii,intercontinental,South America
WC9526,5.9875,-72.7446,Procambarus clarkii,intercontinental,South America
WC9527,5.9887,-72.7388,Procambarus clarkii,intercontinental,South America
WC9528,6.0287,-73.5163,Procambarus clarkii,intercontinental,South America
WC9529,6.0607376,-73.5224812,Procambarus clarkii,intercontinental,South America
WC9530,6.0916,-73.5138,Procambarus clarkii,intercontinental,South America
WC9531,6.0987,-73.4916,Procambarus clarkii,intercontinental,South America
WC9532,6.1056,-73.4937,Procambarus clarkii,intercontinental,South America
WC9533,7.8151261,-80.284304,Procambarus clarkii,intercontinental,North America
WC9534,9.825,-83.8208,Procambarus clarkii,intercontinental,North America
WC9537,9.8293,-83.8143,Procambarus clarkii,intercontinental,North America
WC9538,9.8394656,-83.8902068,Procambarus clarkii,intercontinental,North America
WC9541,9.8401,-83.8038,Procambarus clarkii,intercontinental,North America
WC9542,10.0038639,-85.67337,Procambarus clarkii,intercontinental,North America
WC9543,10.4666,-66.8996,Procambarus clarkii,intercontinental,South America
WC9546,14.755834,-90.986847,Procambarus clarkii,intercontinental,North America
WC9549,16.07,-91.95,Procambarus clarkii,intercontinental,North America
WC9550,16.5292797,-92.4465485,Procambarus clarkii,intercontinental,North America
WC9553,16.5538,-92.4762,Procambarus clarkii,intercontinental,North America
WC9555,16.7044,-92.634,Procambarus clarkii,intercontinental,North America
WC9557,16.7103833,-92.6258419,Procambarus clarkii,intercontinental,North America
WC9560,16.7294651,-92.6456056,Procambarus clarkii,intercontinental,North America
WC9562,16.730525,-92.646838,Procambarus clarkii,intercontinental,North America
WC9563,16.7370359,-92.6376186,Procambarus clarkii,intercontinental,North America
WC9564,16.7377838,-92.6420733,Procambarus clarkii,intercontinental,North America
WC9565,16.7444697,-92.6245665,Procambarus clarkii,intercontinental,North America
WC9566,16.7589,-92.6382,Procambarus clarkii,intercontinental,North America
WC9568,16.938655,-92.5653383,Procambarus clarkii,intercontinental,North America
WC9572,18.6094189,-70.1526794,Procambarus clarkii,intercontinental,North America
WC9573,18.6667,-70.4667,Procambarus clarkii,intercontinental,North America
WC9575,18.818758,-68.597939,Procambarus clarkii,intercontinental,North America
WC9576,18.8188,-68.6096,Procambarus clarkii,intercontinental,North America
WC9578,18.8196983,-68.61688,Procambarus clarkii,intercontinental,North America
WC9583,18.9259909,-70.2662802,Procambarus clarkii,intercontinental,North America
WC9586,19.1367847,-155.5039282,Procambarus clarkii,intercontinental,North America
WC9588,19.6012,-155.5664,Procambarus clarkii,intercontinental,North America
WC9589,19.60241,-155.54324,Procambarus clarkii,intercontinental,North America
WC9590,19.713,-155.149,Procambarus clarkii,intercontinental,North America
WC9593,19.7198167,-155.0967862,Procambarus clarkii,intercontinental,North America
WC9594,19.9450777,-99.3108105,Procambarus clarkii,intercontinental,North America
WC9595,20.00529,-100.7336583,Procambarus clarkii,intercontinental,North America
WC9596,20.1846619,-99.2719775,Procambarus clarkii,intercontinental,North America
WC9598,20.2010486,-99.4021461,Procambarus clarkii,intercontinental,North America
WC9599,20.7613,-156.3135,Procambarus clarkii,intercontinental,North America
WC9600,20.7950046,-156.4663561,Procambarus clarkii,intercontinental,North America
WC9601,20.8486467,-156.50682,Procambarus clarkii,intercontinental,North America
WC9605,20.8775717,-156.20047,Procambarus clarkii,intercontinental,North America
WC9606,20.935902,-156.51295,Procambarus clarkii,intercontinental,North America
WC9608,21.1281,-157.0029,Procambarus clarkii,intercontinental,North America
WC9611,21.2771,-157.811,Procambarus clarkii,intercontinental,North America
WC9612,21.2952996,-157.8121175,Procambarus clarkii,intercontinental,North America
WC9615,21.2974988,-157.813936,Procambarus clarkii,intercontinental,North America
WC9626,21.302222,-157.816389,Procambarus clarkii,intercontinental,North America
WC9627,21.3090493,-157.7861098,Procambarus clarkii,intercontinental,North America
WC9628,21.313169,-157.806794,Procambarus clarkii,intercontinental,North America
WC9630,21.3138967,-157.78157,Procambarus clarkii,intercontinental,North America
WC9631,21.3215008,-157.806866,Procambarus clarkii,intercontinental,North America
WC9632,21.323045,-157.7716667,Procambarus clarkii,intercontinental,North America
WC9634,21.3297752,-157.7961249,Procambarus clarkii,intercontinental,North America
WC9636,21.3330375,-157.8018436,Procambarus clarkii,intercontinental,North America
WC9637,21.3335309,-157.8002495,Procambarus clarkii,intercontinental,North America
WC9642,21.3348283,-157.8002717,Procambarus clarkii,intercontinental,North America
WC9647,21.3373,-157.8668,Procambarus clarkii,intercontinental,North America
WC9650,21.3392,-157.8002,Procambarus clarkii,intercontinental,North America
WC9654,21.344806,-157.822734,Procambarus clarkii,intercontinental,North America
WC9656,21.3460024,-157.8248618,Procambarus clarkii,intercontinental,North America
WC9657,21.348333,-157.723056,Procambarus clarkii,intercontinental,North America
WC9658,21.349079,-157.772229,Procambarus clarkii,intercontinental,North America
WC9660,21.350064,-157.895189,Procambarus clarkii,intercontinental,North America
WC9662,21.350333,-157.818056,Procambarus clarkii,intercontinental,North America
WC9663,21.3571117,-157.764405,Procambarus clarkii,intercontinental,North America
WC9664,21.38293,-157.943068,Procambarus clarkii,intercontinental,North America
WC9665,21.3902091,-157.9854567,Procambarus clarkii,intercontinental,North America
WC9666,21.4074,-157.8017,Procambarus clarkii,intercontinental,North America
WC9667,21.446295,-157.859372,Procambarus clarkii,intercontinental,North America
WC9669,21.4582,-157.971,Procambarus clarkii,intercontinental,North America
WC9670,21.4915833,-158.026475,Procambarus clarkii,intercontinental,North America
WC9671,21.4969,-101.748,Procambarus clarkii,intercontinental,North America
WC9673,21.6861,-157.9527,Procambarus clarkii,intercontinental,North America
WC9675,21.6874,-157.9599,Procambarus clarkii,intercontinental,North America
WC9677,21.7049793,-157.9939102,Procambarus clarkii,intercontinental,North America
WC9679,21.853775,-101.7926867,Procambarus clarkii,intercontinental,North America
WC9680,21.8573,-101.6036,Procambarus clarkii,intercontinental,North America
WC9682,22.0762958,-100.9238511,Procambarus clarkii,intercontinental,North America
WC9685,22.08564,-159.543457,Procambarus clarkii,intercontinental,North America
WC9686,22.0901909,-159.5639456,Procambarus clarkii,intercontinental,North America
WC9688,22.1103,-159.6647,Procambarus clarkii,intercontinental,North America
WC9690,22.1312577,-159.6218866,Procambarus clarkii,intercontinental,North America
WC9691,22.1315748,-102.2049088,Procambarus clarkii,intercontinental,North America
WC9692,22.132375,-102.206459,Procambarus clarkii,intercontinental,North America
